"Name","activation_function","alpha","architecture.hidden_layers","architecture.neurons_per_layer","batch_size","epochs","optimizer","final_val_accuracy","final_val_loss","train_accuracy","val_accuracy","train_loss","val_loss","train_recall","val_recall","train_precision","val_precision","train_f1_score","val_f1_score","State","Notes","User","Tags","Created","Runtime","Sweep","method","metric.goal","metric.name","parameters.activation_functions","parameters.alphas","parameters.architectures","parameters.batch_sizes","parameters.epochs","parameters.optimizers","epoch"
"laced-sweep-27","tanh","0.1","1","[32]","32","50","sgd","0.5263157894736842","0.9572611352045032","0.5908096280087527","0.5263157894736842","0.9531841839640994","0.9572611352045032","0.5908096280087527","0.5263157894736842","0.5932866467075062","0.5409356725146199","0.5431142489278296","0.4847460015500599","finished","-","","","2024-10-13T01:19:36.000Z","44","l7wb2o2e","","","","","","","","","","49"
"wild-sweep-26","tanh","0.1","1","[32]","16","50","bgd","0.4649122807017544","1.3125158126758407","0.4256017505470459","0.4649122807017544","1.3308754508089742","1.3125158126758407","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T01:18:59.000Z","34","l7wb2o2e","","","","","","","","","","49"
"rich-sweep-25","tanh","0.1","1","[32]","16","50","sgd","0.6140350877192983","0.9745246697576352","0.5995623632385121","0.6140350877192983","0.9627024789003948","0.9745246697576352","0.5995623632385121","0.6140350877192983","0.5791665565623971","0.6738304093567251","0.5520744542294317","0.5739775731959161","finished","-","","","2024-10-13T01:18:11.000Z","46","l7wb2o2e","","","","","","","","","","49"
"comfy-sweep-24","tanh","0.01","2","[64,32]","32","50","bgd","0.4649122807017544","1.702204473851774","0.4256017505470459","0.4649122807017544","1.7056939688508657","1.702204473851774","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T01:17:18.000Z","49","l7wb2o2e","","","","","","","","","","49"
"splendid-sweep-23","tanh","0.01","2","[64,32]","32","50","sgd","0.5526315789473685","1.137094404525815","0.5415754923413567","0.5526315789473685","1.1860312293885205","1.137094404525815","0.5415754923413567","0.5526315789473685","0.4791319124487797","0.5158704453441296","0.4900239614718512","0.5078316105105342","finished","-","","","2024-10-13T01:15:23.000Z","113","l7wb2o2e","","","","","","","","","","49"
"radiant-sweep-22","tanh","0.01","2","[64,32]","16","50","bgd","0.4649122807017544","1.7022562292232255","0.4256017505470459","0.4649122807017544","1.7057348163246528","1.7022562292232255","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T01:14:30.000Z","48","l7wb2o2e","","","","","","","","","","49"
"dainty-sweep-21","tanh","0.01","2","[64,32]","16","50","sgd","0.35964912280701755","1.1431851270693367","0.3982494529540481","0.35964912280701755","1.1907708474272225","1.1431851270693367","0.3982494529540481","0.35964912280701755","0.1586026267781986","0.12934749153585717","0.2268588433102872","0.19026598754951896","finished","-","","","2024-10-13T01:12:44.000Z","104","l7wb2o2e","","","","","","","","","","49"
"comfy-sweep-20","tanh","0.01","1","[32]","32","50","bgd","0.4649122807017544","1.701697653199965","0.4256017505470459","0.4649122807017544","1.7051556331538056","1.701697653199965","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T01:12:07.000Z","35","l7wb2o2e","","","","","","","","","","49"
"grateful-sweep-19","tanh","0.01","1","[32]","32","50","sgd","0.6403508771929824","0.9237980137733668","0.6280087527352297","0.6403508771929824","0.9362408179453684","0.9237980137733668","0.6280087527352297","0.6403508771929824","0.5937878566044119","0.620484169826275","0.6093876457624656","0.6284394935849688","finished","-","","","2024-10-13T01:10:11.000Z","113","l7wb2o2e","","","","","","","","","","49"
"hopeful-sweep-18","tanh","0.01","1","[32]","16","50","bgd","0.4649122807017544","1.7019112988005047","0.4256017505470459","0.4649122807017544","1.7053654118975332","1.7019112988005047","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T01:09:34.000Z","35","l7wb2o2e","","","","","","","","","","49"
"fanciful-sweep-17","tanh","0.01","1","[32]","16","50","sgd","0.631578947368421","0.9277598447341374","0.6083150984682714","0.631578947368421","0.953079719848685","0.9277598447341374","0.6083150984682714","0.631578947368421","0.5731313999566754","0.6037782364407751","0.5786348066842298","0.6065945396088935","finished","-","","","2024-10-13T01:07:33.000Z","116","l7wb2o2e","","","","","","","","","","49"
"cerulean-sweep-16","relu","0.1","2","[64,32]","32","50","bgd","0.4649122807017544","1.3289616604684875","0.4256017505470459","0.4649122807017544","1.3458372894017538","1.3289616604684875","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T01:06:35.000Z","52","l7wb2o2e","","","","","","","","","","49"
"dainty-sweep-15","relu","0.1","2","[64,32]","32","50","sgd","0.4649122807017544","1.1369249120469582","0.4256017505470459","0.4649122807017544","1.1935505761810083","1.1369249120469582","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T01:04:55.000Z","96","l7wb2o2e","","","","","","","","","","49"
"good-sweep-14","relu","0.1","2","[64,32]","16","50","bgd","0.4649122807017544","1.3290088818891268","0.4256017505470459","0.4649122807017544","1.3458476377978017","1.3290088818891268","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T01:04:07.000Z","44","l7wb2o2e","","","","","","","","","","49"
"breezy-sweep-13","relu","0.1","2","[64,32]","16","50","sgd","0.35964912280701755","1.155472209582129","0.3982494529540481","0.35964912280701755","1.211267304822553","1.155472209582129","0.3982494529540481","0.35964912280701755","0.1586026267781986","0.12934749153585717","0.2268588433102872","0.19026598754951896","finished","-","","","2024-10-13T01:02:48.000Z","75","l7wb2o2e","","","","","","","","","","49"
"vibrant-sweep-12","relu","0.1","1","[32]","32","50","bgd","0.4649122807017544","1.3265717066160423","0.4256017505470459","0.4649122807017544","1.3435058253273369","1.3265717066160423","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T01:02:11.000Z","33","l7wb2o2e","","","","","","","","","","49"
"zany-sweep-11","relu","0.1","1","[32]","32","50","sgd","0.5175438596491229","0.9773416211704636","0.5787746170678337","0.5175438596491229","0.9711666827242552","0.9773416211704636","0.5787746170678337","0.5175438596491229","0.6038048440587287","0.6304511278195488","0.5553650552175866","0.4882779958521367","finished","-","","","2024-10-13T01:00:52.000Z","77","l7wb2o2e","","","","","","","","","","49"
"spring-sweep-10","relu","0.1","1","[32]","16","50","bgd","0.4649122807017544","1.3216193648776158","0.4256017505470459","0.4649122807017544","1.3393577679097453","1.3216193648776158","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T01:00:15.000Z","33","l7wb2o2e","","","","","","","","","","49"
"deft-sweep-9","relu","0.1","1","[32]","16","50","sgd","0.6052631578947368","0.9374279506743124","0.6028446389496718","0.6052631578947368","0.9472256325410846","0.9374279506743124","0.6028446389496718","0.6052631578947368","0.5772435014114097","0.5998483459383994","0.5870818898963499","0.6011618803601295","finished","-","","","2024-10-13T00:59:22.000Z","51","l7wb2o2e","","","","","","","","","","49"
"unique-sweep-8","relu","0.01","2","[64,32]","32","50","bgd","0.4649122807017544","1.702434636292769","0.4256017505470459","0.4649122807017544","1.7058990451836318","1.702434636292769","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T00:58:35.000Z","43","l7wb2o2e","","","","","","","","","","49"
"legendary-sweep-7","relu","0.01","2","[64,32]","32","50","sgd","0.4649122807017544","1.1414671602452997","0.4256017505470459","0.4649122807017544","1.190629314886819","1.1414671602452997","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T00:56:39.000Z","112","l7wb2o2e","","","","","","","","","","49"
"curious-sweep-6","relu","0.01","2","[64,32]","16","50","bgd","0.4649122807017544","1.7023799332389609","0.4256017505470459","0.4649122807017544","1.705846206152404","1.7023799332389609","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T00:55:57.000Z","40","l7wb2o2e","","","","","","","","","","49"
"still-sweep-5","relu","0.01","2","[64,32]","16","50","sgd","0.4649122807017544","1.1393748526584635","0.4256017505470459","0.4649122807017544","1.1902676334257534","1.1393748526584635","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T00:54:06.000Z","107","l7wb2o2e","","","","","","","","","","49"
"astral-sweep-4","relu","0.01","1","[32]","32","50","bgd","0.4649122807017544","1.702232516447093","0.4256017505470459","0.4649122807017544","1.7057165003725456","1.702232516447093","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T00:53:29.000Z","32","l7wb2o2e","","","","","","","","","","49"
"cerulean-sweep-3","relu","0.01","1","[32]","32","50","sgd","0.6403508771929824","0.9201245016830004","0.6170678336980306","0.6403508771929824","0.9377767773765416","0.9201245016830004","0.6170678336980306","0.6403508771929824","0.5830957971970275","0.6201209237783725","0.5954635111746446","0.6239974127826025","finished","-","","","2024-10-13T00:51:17.000Z","130","l7wb2o2e","","","","","","","","","","49"
"radiant-sweep-2","relu","0.01","1","[32]","16","50","bgd","0.4649122807017544","1.7021194799588364","0.4256017505470459","0.4649122807017544","1.705623992012524","1.7021194799588364","0.4256017505470459","0.4649122807017544","0.18113685006870991","0.21614342874730685","0.25411984798588005","0.29509402248135314","finished","-","","","2024-10-13T00:50:40.000Z","33","l7wb2o2e","","","","","","","","","","49"
"cool-sweep-1","relu","0.01","1","[32]","16","50","sgd","0.5789473684210527","0.9516307081266392","0.6094091903719913","0.5789473684210527","0.9493157968307208","0.9516307081266392","0.6094091903719913","0.5789473684210527","0.5851249410571012","0.6049721870082182","0.5816030808188482","0.5679981203007519","finished","-","","","2024-10-13T00:48:38.000Z","120","l7wb2o2e","","","","","","","","","","49"
